plant_1_id;plant_1_name;plant_2_id;plant_2_name;group_id;group_name;good_neighbour;bad_neighbour;comment
47;Rote Bete;30;Lauch;;;FALSE;TRUE;
47;Rote Bete;33;Mais;;;FALSE;TRUE;
48;Rotkohl;;;3;Kohl;FALSE;TRUE;
49;Rucola;;;3;Kohl;FALSE;TRUE;
49;Rucola;75;Petersilie;;;;;
50;Schwarzwurzel;34;Mangold;;;;;
51;Knollensellerie;24;Kartoffel;;;;;
51;Knollensellerie;33;Mais;;;;;
51;Knollensellerie;;;2;Salat;;;
52;Spargel;26;Knoblauch;;;;;
52;Spargel;63;Zwiebel;;;;;
53;Spinat;34;Mangold;;;;;
53;Spinat;47;Rote Bete;;;;;
54;Spitzkohl;;;3;Kohl;;;
55;Stachelbeere;76;Salbei;;;;;
56;Stangensellerie;16;Fenchel;;;;;
56;Stangensellerie;23;Karotte;;;;;
56;Stangensellerie;38;Pastinake;;;;;
56;Stangensellerie;75;Petersilie;;;;;
57;Steckrübe;24;Kartoffel;;;;;
57;Steckrübe;26;Knoblauch;;;;;
57;Steckrübe;27;Kohlrabi;;;;;
57;Steckrübe;63;Zwiebel;;;;;
58;Tomate;13;Erbse;;;;;
58;Tomate;19;Gurke;;;;;
58;Tomate;24;Kartoffel;;;;;
58;Tomate;16;Fenchel;;;;;
59;Traube;26;Knoblauch;;;;;
59;Traube;;;3;Kohl;;;
59;Traube;43;Rettich;;;;;
59;Traube;;;2;Salat;;;
60;Weißkohl;14;Erdbeere;;;;;
60;Weißkohl;26;Knoblauch;;;;;
60;Weißkohl;74;Senf;;;;;
60;Weißkohl;65;Schnittlauch;;;;;
60;Weißkohl;63;Zwiebel;;;;;
61;Wirsing;;;3;Kohl;;;
62;Zucchini;24;Kartoffel;;;;;
62;Zucchini;29;Kürbis;;;;;
63;Zwiebel;5;Bohne;;;;;
63;Zwiebel;69;Buschbohne;;;;;
63;Zwiebel;13;Erbse;;;;;
63;Zwiebel;;;3;Kohl;;;
63;Zwiebel;42;Radieschen;;;;;
63;Zwiebel;43;Rettich;;;;;
